Distance1,Beta1,Phi1,Fermi_contact1,Distance2,Beta2,Phi2,Fermi_contact2,Distance3,Beta3,Phi3,Fermi_contact3,Distance4,Beta4,Phi4,Fermi_contact4,Distance5,Beta5,Phi5,Fermi_contact5,Distance6,Beta6,Phi6,Fermi_contact6,Distance7,Beta7,Phi7,Fermi_contact7,Distance8,Beta8,Phi8,Fermi_contact8,Distance9,Beta9,Phi9,Fermi_contact9,Distance10,Beta10,Phi10,Fermi_contact10,Distance11,Beta11,Phi11,Fermi_contact11,Distance12,Beta12,Phi12,Fermi_contact12
6.683,-0.75955,2.0346,0.01383,8.9659,-0.91111,2.0381,0.00117,6.9114,0.10372,-0.68,-0.00056,4.8655,-0.0050045,-0.43764,-0.00801,6.5009,-1.2,-3.0331,-0.00734,4.6892,-1.4209,-2.0032,-0.03745,4.0173,-0.59106,-1.5999,0.3469,4.7722,-0.046341,-1.3856,-0.00126,3.9189,0.68705,-2.0015,0.10704,3.7709,1.2223,-1.1668,0.19184,5.8021,-0.81561,-0.12929,0.05654,6.3754,-0.42205,0.056091,0.05975
6.9591,-0.75575,2.0355,-0.00314,8.7172,-0.97067,1.8601,6e-05,6.5295,0.22187,-0.60656,0.00082,4.1817,0.34197,-0.56664,-0.0295,5.4344,-0.99753,3.1133,-0.00315,3.9013,-1.2781,-2.2444,-0.32369,3.9935,-0.23743,-1.8076,0.13417,4.5183,0.28341,-1.5351,-0.00349,4.4001,0.85149,-2.3637,0.05266,4.1732,1.2362,-1.364,0.13158,5.5242,-0.63414,-0.26298,0.03552,6.1552,-0.25661,-0.10167,0.01622
6.3964,0.3231,-0.71192,0.00364,4.0788,0.41666,-0.49279,-0.01066,7.7013,0.84231,0.10175,0.0507,6.1318,1.0989,0.28828,-0.01714,5.0933,-1.0577,-3.0795,-0.01506,3.6533,-1.3075,-1.8546,-0.05436,4.4289,-0.25251,-1.6798,0.00385,4.9054,0.25616,-1.6628,0.00511,4.87,0.8841,-2.5207,-0.01016,4.0511,1.3644,-1.8807,0.37428,5.8983,-0.54656,-0.33189,0.01359,5.8711,-0.19932,-0.042086,0.0946
6.6487,0.18172,-0.65573,-0.0016,4.3199,0.16291,-0.46042,-0.02547,5.3147,-0.30078,-2.7804,0.01886,7.8056,-0.32465,-2.7133,0.00098,5.4913,-1.189,-2.9407,-0.04476,3.6831,-1.5012,-1.4578,-0.73765,4.1252,-0.34494,-1.4666,0.09734,5.3386,0.15714,-1.5537,0.00056,4.4784,0.90469,-2.5577,-0.05555,3.5131,1.0939,-1.4822,1.7682,5.2341,-0.59804,-0.28475,0.0164,6.2633,-0.36687,0.088776,0.02628
6.4434,0.13407,-1.0308,-0.00139,4.3428,-0.13284,-0.95372,-0.01117,6.2543,-1.2753,2.7396,0.01773,4.0643,-1.3151,1.7388,0.49238,4.5675,-0.59754,-1.8404,0.03929,5.7078,-0.18052,-1.7515,-0.00028,4.0822,0.5032,-2.4796,0.01228,3.7263,0.84763,-1.7443,0.41317,7.3419,1.0719,2.3375,0.00403,5.4448,1.2545,2.9089,0.0299,5.3482,-0.83684,-0.2978,-0.0048,5.4374,-0.36082,-0.15367,0.04783
7.1281,0.12388,-1.0057,-0.00051,5.3847,-0.12686,-0.87972,-0.00035,6.1349,-1.2472,2.0236,-0.01759,4.0327,-1.2915,1.1064,0.05533,4.5261,-0.61168,-1.7162,0.05548,5.9708,-0.20422,-1.6303,0.00136,3.8417,0.31931,-2.2651,0.11896,4.0235,0.88962,-1.8965,0.48971,7.0748,0.96474,2.1512,0.01627,5.648,1.226,2.5976,0.1139,5.5155,-0.73643,-0.44867,0.00268,6.217,-0.34597,-0.31819,0.0048
7.0253,0.44439,-0.95669,-0.0007,4.9181,0.28563,-0.75069,-0.00454,6.0116,-1.3261,2.7579,-0.01025,4.0264,-1.456,0.5893,0.0011,3.2897,-0.38632,-1.7277,0.00965,5.1542,0.014147,-1.5163,0.01098,3.6501,0.67064,-2.1867,0.8077,5.0236,1.1506,-1.8803,-0.00699,6.7903,0.64751,1.8775,-0.00548,6.5236,1.0096,2.0693,0.06262,5.3626,-0.52087,-0.78857,-0.00272,5.9592,-0.4372,-0.2995,0.01868
5.1061,-0.37011,-2.5665,-0.00028,7.0038,-0.58592,-2.3808,-0.00054,5.5848,-1.0952,-2.1698,-0.00059,3.6277,-1.2934,-1.2608,-0.28538,3.4361,-0.046695,-1.5277,-0.10506,5.8773,0.080942,-1.4572,-0.00935,5.0244,0.87975,-1.9513,0.03874,5.406,1.285,-2.6585,-0.00176,7.2363,0.36325,1.9016,-0.00702,6.7226,0.66867,2.1149,0.09651,5.1315,-0.26136,-0.71883,-0.00364,5.7378,-0.1381,-0.27481,0.01071
7.165,-0.026305,2.9056,0.01622,5.426,0.21281,3.0706,-0.006,4.6362,-0.57614,-2.5686,-0.00141,6.8105,-0.73951,-2.3115,-0.00139,5.4063,-1.4549,-2.3282,-0.011,3.5381,-1.1929,-0.88689,0.19784,4.61,-0.19123,-1.5225,0.00687,6.9747,-0.125,-1.5909,0.00081,3.8435,0.7233,-1.8483,0.53313,4.5484,1.185,-2.572,-0.02351,5.3215,-0.5107,-0.43466,0.00799,6.3443,-0.17708,-0.18511,0.01523
6.4428,-0.62631,2.7532,0.01168,8.5775,-0.78202,2.8976,0.00069,5.2013,-0.64886,-2.7665,0.00772,6.6099,-0.77041,-2.3365,-0.0005,5.3418,-1.4605,-2.4673,0.05018,3.1834,-1.2189,-1.1092,-1.0939,5.1154,-0.20931,-1.5777,-0.00075,7.7927,-0.21974,-1.5409,-0.00044,3.8877,0.5187,-2.2491,0.01072,4.0276,1.1415,-2.1338,0.37,5.5768,-0.53421,-0.22717,0.02431,6.576,-0.17326,-0.077648,0.00639
4.9831,-0.76502,-2.7176,0.0017,7.2202,-0.86384,-2.4174,0.00054,6.6189,-1.3993,2.8415,0.00068,4.2935,-1.5377,-1.2064,-0.0432,5.2205,-0.23059,-1.5337,0.00129,7.5867,-0.33171,-1.5684,0.00037,3.5617,0.41452,-2.2474,0.30169,4.1101,0.78842,-1.5763,0.36453,6.648,0.48408,1.807,-0.00242,6.9877,0.69729,2.1943,0.09146,5.186,-0.77192,-0.33317,0.01471,6.2477,-0.4174,-0.10063,0.07035
8.5529,0.047839,3.1247,0.00057,6.3246,0.16515,-3.039,0.00013,4.5225,-0.43094,-2.3386,0.01256,6.6635,-0.60029,-2.203,-0.00109,6.0338,-1.1894,-2.6399,-0.00083,5.5712,-1.4493,-0.76025,-0.00125,5.1391,0.21744,-1.6046,-2e-05,7.1898,0.015059,-1.6237,-0.0004,4.406,0.72555,-2.5889,-0.02025,3.818,1.0247,-1.6921,1.0098,4.2991,-0.50534,-0.77856,-0.00394,5.7073,-0.37859,-0.31427,0.00112
6.1019,-0.81275,1.9949,-0.02375,6.9598,-1.1211,1.6664,0.02952,8.1446,-0.084489,-3.0775,0.00573,5.7721,-0.12431,-2.9417,0.01947,3.6663,-0.49916,-2.1453,0.21274,5.8052,-0.71547,-1.8509,0.0032,5.326,-1.3434,-1.2145,-0.00648,6.3952,-1.1447,-0.028013,0.00122,3.7614,0.68342,-2.1613,0.03305,3.5387,1.2063,-1.2568,1.3303,4.3825,-0.14805,-0.61982,-0.03286,5.8309,-0.26822,-0.2225,0.01745
7.8667,0.27513,-2.8661,6e-05,5.5904,0.43206,-2.7722,0.00053,5.6605,-1.0188,1.9614,0.01787,6.3892,-0.84311,1.3302,0.00601,2.8465,-0.50922,-1.7291,0.55102,4.9997,-0.63661,-1.3423,-0.0162,5.489,-0.83968,-0.12643,0.00038,6.2388,-0.58217,0.3377,0.04154,3.3857,0.78991,-1.2898,1.8058,4.6803,1.3146,-1.3832,0.00068,4.8761,0.25909,-0.25306,-0.01415,6.7245,0.085857,0.033925,0.00292
6.4636,-0.17311,-2.5676,-0.00063,4.5813,0.11918,-2.6147,-0.02387,6.1569,-0.92393,1.4317,0.03804,7.044,-0.61277,1.1187,0.00176,7.5159,-0.8124,-2.3929,0.00185,5.1686,-0.84129,-2.66,0.01583,3.4797,-0.85444,-1.1077,0.16676,5.8596,-0.79588,-0.86928,0.03188,3.4144,0.71187,-1.0732,0.57576,3.4692,1.1876,-2.2162,0.48377,5.235,0.35495,-0.079968,0.04021,7.2891,0.41192,0.16297,0.00479
5.5976,0.0070396,-2.5272,-0.00231,4.7456,0.45091,-2.6872,-0.00063,6.1425,-1.2946,-0.23825,-0.00189,7.808,-1.5162,1.1154,-7e-05,5.4781,-0.95043,1.228,0.09234,7.0852,-0.67924,1.0463,0.01018,6.2207,-0.72682,-2.2103,0.00458,4.3809,-0.80487,-2.6592,-0.02305,3.2157,-0.67279,-1.1566,1.6753,5.5363,-0.73091,-0.80411,0.08651,4.5451,0.67089,-0.8736,0.02422,4.5376,1.2389,-1.0053,0.01701
5.9104,0.31929,-2.5586,-0.00027,5.2414,0.75686,-2.7478,-0.00345,4.9289,-1.0503,1.6537,0.19477,6.2069,-0.72934,1.275,0.00434,6.5728,-0.49477,-2.3321,-0.00063,4.4181,-0.63843,-2.5834,-0.00851,3.7228,-0.64653,-1.0318,0.1391,6.2115,-0.64154,-1.0541,0.02192,9.2512,1.0704,2.492,0.00384,6.7535,1.0312,2.4501,0.05155,4.0805,0.57544,-0.8146,0.1815,4.4256,1.1879,-0.65747,-0.04075
6.0658,0.1836,-2.7393,-0.00013,4.9292,0.58818,-2.7934,-0.01974,4.8066,-1.1,1.4998,0.72753,6.4543,-0.82711,1.1011,-0.00025,7.2328,-0.59496,-2.3409,6e-05,5.1497,-0.82175,-2.2491,-0.0016,4.4667,-0.56775,-0.85375,0.01287,6.7668,-0.63641,-1.1283,0.00367,8.4069,1.0315,2.432,0.01349,5.9142,0.9725,2.5036,0.20169,3.1412,0.58789,-1.3363,0.45625,4.8229,1.011,-1.6788,-0.01401
4.5915,0.15012,-2.7461,-0.01016,5.537,0.59378,-2.8616,-0.00255,4.5895,-1.2525,1.1163,0.1533,5.7229,-0.81444,0.86979,0.02205,6.6852,-0.41225,-2.0911,0.00126,4.804,-0.68111,-1.9604,0.01685,3.6676,-0.33102,-0.7406,-0.02101,5.9423,-0.23354,-0.90673,0.00333,8.2862,0.91495,2.3804,0.00055,6.1123,1.0626,2.4656,0.27751,3.3655,0.68019,-1.4045,2.2639,4.3757,1.1649,-1.9783,0.0101
4.7636,0.42611,-2.7094,-0.01273,6.1413,0.74788,-3.0254,-0.0034,3.7486,-1.5065,2.5723,-0.34595,5.287,-1.1359,0.9627,0.00514,6.2144,-0.12067,-2.2026,0.00189,3.7729,-0.16591,-2.0323,-0.00553,3.3792,-0.070282,-0.96291,-0.18705,5.7959,0.12674,-0.87508,-0.01445,5.9913,-0.63764,0.055389,0.0155,7.6242,-0.35896,-0.013215,0.00774,4.2512,0.82927,-1.7432,0.36143,4.7809,1.3837,-1.2605,-0.00045
4.257,-1.3822,2.6019,-0.16383,5.7863,-1.1098,1.523,0.01347,6.3765,-0.28569,-2.2247,-0.00095,4.0197,-0.27743,-2.0487,-0.01266,3.7847,-0.37839,-0.83212,0.11305,5.8359,-0.075625,-0.87796,-2e-05,6.8279,-0.90362,3.0514,0.00016,5.3222,-0.59546,-3.0107,0.02121,5.1107,0.64506,-1.9111,0.00602,3.5545,1.0952,-1.6559,0.98224,6.3755,0.44855,-0.27355,-0.00178,5.3816,0.26493,0.12189,-0.00693
5.5143,0.22452,-2.9275,0.00347,5.2372,0.68363,-2.8625,0.00239,3.6721,-1.3701,1.7558,-0.56155,5.2924,-0.90862,1.4002,0.14905,5.6157,-0.35572,-2.1646,0.00241,3.6137,-0.44409,-1.7941,0.36247,4.1499,-0.48274,-0.69029,0.0611,6.1742,-0.21188,-0.85421,-0.00373,6.6577,-0.89974,2.8708,0.00454,5.2017,-0.66731,-3.0219,0.04131,5.1636,0.69081,-1.4451,0.00947,3.5227,0.9793,-0.91259,1.5849
6.4927,0.43963,-2.7817,0.00206,5.3277,0.82675,-2.8407,0.03058,4.4646,-1.3138,-2.7894,-0.03986,6.0834,-1.2301,2.1412,0.00139,5.4494,-0.10994,-2.2422,0.0066,3.3681,-0.21863,-1.9411,-0.06551,5.0932,-0.539,-0.8277,0.00141,6.8859,-0.23438,-0.98888,-0.00047,7.0028,-0.82542,3.1136,0.00246,5.9225,-0.57616,-2.8344,0.00347,5.4585,0.69944,-1.4654,0.0194,3.4295,0.97211,-1.1344,0.69335
7.3169,0.59138,-2.6653,0.0024,5.5918,0.89074,-2.7174,-0.00161,3.5349,-1.2757,-2.3775,0.45341,5.4223,-1.2506,2.5825,-0.00964,5.5893,0.053025,-2.2633,0.01659,3.8627,0.23087,-1.8972,0.3625,5.2885,-0.28999,-1.1196,-0.00111,7.2396,-0.061289,-1.0535,-0.0003,6.9828,-0.64585,-3.0168,0.00312,5.5884,-0.43693,-2.706,0.00307,5.799,0.81425,-1.481,-0.00475,4.1306,1.196,-1.318,0.06015
4.3961,-1.4992,-0.19007,0.06551,6.4299,-1.3241,1.9391,-0.00166,5.7929,-0.2234,-1.984,-0.00192,3.6926,-0.082231,-1.7023,-0.06511,7.538,-0.63808,-2.8955,0.002,5.1264,-0.72596,-2.7625,-0.00212,5.1527,0.67159,-1.12,0.0015,4.4939,1.029,-0.56004,-0.00526,7.9696,0.71629,1.692,-0.00063,6.4499,0.57139,1.9835,0.00404,6.9012,0.20738,-0.36879,0.00017,5.271,0.033714,-0.093427,-0.00817
4.0744,-1.3256,1.6775,-0.01029,6.6414,-1.4019,1.8412,-0.01191,5.3826,-0.28486,-1.8834,-0.0059,3.551,-0.071596,-1.5414,-0.1198,5.5779,0.16011,-2.9473,0.00887,7.4171,-0.02851,3.1166,-0.0003,7.5489,-0.62599,-2.8454,-0.00026,5.5903,-0.71298,-2.56,0.0006,5.3451,0.70023,-1.2679,-0.00018,4.4909,1.1533,-1.0121,0.1433,6.9873,0.35888,-0.39104,-0.00129,5.4165,0.22701,-0.063367,-0.01414
4.7315,-1.1547,1.4373,0.31739,7.0149,-1.1258,1.8976,0.0304,5.599,-0.92294,-1.6273,0.01706,3.5958,-0.91671,-0.99161,1.2196,5.231,-0.28224,-2.9278,0.12776,7.0807,-0.26038,3.0704,0.00828,7.4842,0.25631,2.8033,0.00115,6.4637,0.56587,2.9243,0.11535,4.3608,0.087837,-1.1703,-0.01516,4.6361,0.60733,-1.4825,0.02631,6.9069,-0.0049153,-0.42353,-0.0017,5.2789,-0.012906,-0.11329,-0.01054
5.0252,-1.1413,1.699,0.11564,7.0807,-1.1581,2.2535,0.00783,5.6078,-0.57623,-1.6494,0.04296,3.3196,-0.76277,-1.7818,0.69713,5.4111,-0.022089,-2.8286,0.01301,6.7308,-0.16843,3.1244,0.00678,5.494,-0.93792,0.25045,0.03546,7.4369,-0.68023,0.28912,0.00055,4.1031,0.67233,-1.2745,0.25364,6.3495,0.73845,-1.5908,0.01369,7.241,0.26392,-0.39123,-0.00092,5.1055,0.17068,-0.13804,-0.01164
6.3503,-0.73424,-1.619,0.00532,4.2401,-0.90483,-1.9464,0.09148,5.7582,-0.1267,-2.9761,0.02787,8.146,-0.14472,-3.1161,0.00074,8.6177,0.27146,2.7449,0.00183,6.9051,0.49548,2.6996,0.08829,3.8412,0.67923,-1.4439,0.33755,6.2186,0.68728,-1.6375,0.02454,6.1257,0.8065,1.8768,-0.01974,7.2637,0.4844,1.9071,-0.00132,7.1529,0.33477,-0.46418,-0.00105,4.8089,0.26894,-0.31579,-0.01579
7.6871,0.029251,-2.3512,-0.00027,5.2982,0.0277,-2.1937,-0.00192,6.0137,-0.78946,-1.8082,-0.00107,4.4784,-1.1366,-2.1705,-0.00286,8.133,1.3194,0.016807,0.00114,5.7147,1.4034,0.74323,0.02128,5.7033,0.091234,-3.1201,-0.0002,7.8327,0.12459,2.9421,-0.00057,3.2326,0.71868,-1.1544,0.65737,5.7159,0.78902,-1.2906,0.07508,7.2916,0.16139,-0.49949,-0.00068,4.8632,0.18705,-0.37471,-0.00557
4.7219,-0.23385,-2.2321,-0.01058,3.8514,-0.7897,-2.3304,0.06781,6.285,0.4516,2.9661,0.00709,6.9035,0.16443,2.7123,-0.00433,5.758,-1.293,-0.916,0.00033,5.8345,-1.1749,0.43003,0.00614,3.9075,1.1257,-0.78019,0.5137,6.3398,1.1287,-1.1522,0.06287,7.815,-0.70339,1.775,0.01012,5.4848,-0.83884,1.8094,0.17209,7.3751,0.32024,-0.5664,-0.0005,4.8961,0.34925,-0.48176,-0.00196
4.6724,-0.17075,-2.5986,-0.00277,3.6507,-0.65238,-2.2719,0.18219,6.4401,0.26971,2.6877,0.04775,8.137,0.16811,2.4574,0.02348,5.9159,-1.131,-1.1554,-0.00224,5.4374,-1.0419,-0.1844,0.00186,3.9999,1.3944,-2.2522,0.13241,6.5698,1.346,-2.385,0.0333,7.6736,-0.78816,1.4448,0.02197,5.4264,-0.99462,1.4601,0.12849,7.3249,0.58597,-0.83334,0.00064,4.9327,0.59963,-1.0111,0.01043
6.8807,0.031782,-2.6591,0.00038,5.1811,0.31563,-2.6959,-0.00149,4.502,-0.50034,-2.3104,-0.00799,4.0247,-1.0683,-2.5475,-0.11707,6.5076,0.090413,2.8888,-0.01498,8.0774,0.23682,2.6498,-0.00065,4.0375,1.1379,-1.8213,0.22861,6.4213,0.99462,-1.8446,0.03316,8.2824,-0.59548,1.493,0.00622,6.2245,-0.78027,1.5279,0.02916,7.3331,0.48314,-0.77501,-0.00024,5.4628,0.27924,-0.95838,0.00045
6.0403,-0.12338,-2.188,-0.00188,3.9004,0.17136,-2.3393,-0.05977,8.1734,1.0253,-0.23326,0.01145,5.8133,0.94996,0.052829,0.13334,4.0795,-0.63814,-1.9324,0.11782,4.0472,-1.1846,-1.2847,-0.07119,5.8328,0.034593,-3.093,0.01149,7.5642,0.2387,3.0154,0.00444,5.1921,-0.45803,-0.68661,0.00023,7.0993,-0.73335,-0.81667,6e-05,3.7001,0.91621,-1.5845,0.887,6.1932,0.79279,-1.5088,0.09598
6.1367,0.07266,-2.1562,-0.00075,4.2708,0.38673,-2.2677,-0.02082,3.3081,-0.50535,-1.729,0.6002,4.0996,-0.94451,-1.0323,-0.06197,5.8081,0.17696,-3.0356,0.00744,7.9259,0.26326,3.0461,0.00831,4.9943,-0.83458,-2.7545,0.04197,6.4496,-0.88095,-2.2059,0.00113,3.8687,1.3066,-1.3312,0.42069,5.846,1.0558,-1.8209,0.06455,7.8376,-0.68841,1.762,0.00573,5.9209,-0.91722,1.6709,0.05647
6.7781,0.19385,-2.2694,-0.00092,4.5244,0.32074,-2.4537,-0.00595,3.221,-0.49075,-1.8699,0.48647,4.2588,-1.0796,-1.5319,-0.01352,7.3704,1.232,2.0563,0.01333,5.8965,1.0347,2.6532,0.18306,4.6616,-0.11386,-0.7691,-0.00764,6.4902,-0.44386,-0.8451,-0.00054,3.2553,1.1669,-1.3724,2.7304,5.346,1.0436,-2.11,0.06401,8.014,-0.63395,1.6859,0.00168,5.9451,-0.81678,1.7723,0.06679
6.5035,0.14326,-2.4794,-0.00208,4.2095,0.27318,-2.5913,-0.01938,7.7798,1.0531,0.025496,0.00707,5.5254,1.0049,0.38789,0.19956,4.1026,-0.38225,-1.9402,0.03123,3.7482,-1.023,-1.7216,0.29694,4.5256,-0.32007,-0.83984,-0.0059,6.6898,-0.52882,-0.90701,-0.00059,6.3229,0.45054,2.1137,0.00495,8.5505,0.59133,2.2492,-0.0011,3.6575,1.0155,-1.5264,0.82881,5.823,0.9265,-2.0067,0.05336
6.649,0.053698,-2.4542,-0.00093,4.2982,0.20382,-2.5527,-0.00802,4.6623,-0.60594,-2.1779,-0.00238,3.5219,-1.1625,-2.3347,0.39574,5.868,0.30876,3.0268,0.0115,8.0218,0.42618,2.8396,0.00391,4.1603,-0.48522,-0.89302,0.01236,6.4069,-0.71878,-0.86257,0.00096,5.623,-1.1143,0.52214,0.03096,7.4719,-0.91954,0.15217,0.00958,3.3381,0.81031,-1.2948,1.5003,5.3391,0.85934,-1.8765,0.01503
6.6768,0.28661,-2.2524,0.00049,4.2825,0.21715,-2.4898,0.01553,4.013,-0.40171,-1.8311,0.0137,4.0332,-0.99185,-2.1364,0.11518,5.9963,0.45837,3.0629,0.09504,8.2258,0.44672,2.8572,0.00381,3.9039,-0.46264,-0.75271,-0.02669,6.3047,-0.55223,-0.61341,-0.00379,5.5962,-0.55824,-3.0815,0.13383,7.1318,-0.7442,-2.7275,0.00527,3.4128,0.86813,-1.0107,1.1685,4.9904,0.96261,-1.7326,-0.01365
5.778,0.19435,-2.3749,-0.00103,4.2887,0.15629,-2.7531,-0.03173,5.9147,-0.83807,2.0712,0.06605,7.7189,-1.1116,2.0559,0.00706,4.0899,-0.43666,-2.1035,0.05226,3.4382,-1.0804,-1.9872,0.74807,6.2997,0.57088,2.9622,0.14564,8.3983,0.48356,2.7575,0.0017,3.9547,-0.38768,-0.71872,-0.05103,6.1211,-0.64065,-0.61408,-0.00315,4.2962,0.42905,-1.4625,0.02593,4.8782,0.97086,-1.6352,0.02843
6.7649,0.48195,-2.2858,-0.00013,5.4337,0.45909,-2.671,-0.0014,5.4904,-0.96073,2.2009,0.02834,6.8644,-0.98348,2.7759,0.01028,3.9181,-0.24537,-1.7479,-0.02051,3.8212,-0.87314,-2.0519,0.53968,5.002,-0.17123,-0.89061,-0.00264,5.1884,-0.63093,-0.68929,0.00279,5.659,-0.28353,-2.9602,0.02787,7.2247,-0.54504,-2.746,0.00058,4.1941,0.74647,-1.3729,0.30396,6.0651,1.0717,-1.2581,0.00956
6.7927,0.69324,-2.2102,0.00305,4.2962,0.62423,-2.4055,0.00727,6.0868,-1.1544,2.7321,0.024,6.7051,-0.88218,-2.9586,0.00075,3.9926,-0.20348,-1.7139,-0.01934,3.5624,-0.87961,-1.8924,0.64911,7.7032,0.92578,1.4022,-0.00116,5.5268,1.1144,1.251,0.04221,5.1411,-0.29127,-2.7315,0.02015,6.5756,-0.44622,-2.3826,-0.0019,3.58,1.0718,-0.82482,0.97553,5.9982,1.1568,-0.48039,0.01095
6.2021,0.4721,-2.4034,-0.00042,4.4073,0.25548,-2.0938,-0.00972,6.1383,-1.2213,2.1032,0.00933,7.1617,-1.2623,-3.0501,0.00595,3.7596,-0.54311,-1.4704,0.51806,4.0316,-1.1228,-1.0059,-0.13776,6.3674,0.92235,-2.8801,0.01444,8.3014,0.87571,3.044,0.0016,3.7037,0.68464,-0.97844,0.51454,5.5745,1.0704,-1.044,0.00079,5.7676,0.12444,0.029895,-0.01015,7.5154,0.39583,0.071877,-0.00103
5.6552,-1.2901,2.1636,0.0211,6.6719,-1.2046,-2.7688,0.00065,3.1789,-0.22173,-1.7071,-0.27448,3.4418,-1.0022,-1.5294,0.53166,4.8582,0.02554,-0.7249,-0.00103,5.022,-0.40246,-0.47866,0.02081,6.0976,-0.46711,-2.5676,0.00088,7.6906,-0.53142,-2.2325,7e-05,3.9159,0.93121,-1.3699,0.87761,5.7092,1.3049,-1.5678,0.00876,5.4374,0.48587,-0.076437,0.03459,7.9345,0.5762,-0.029638,-0.00048
3.6689,-0.53445,-2.2812,0.13554,4.0091,-1.2067,-2.5666,-0.25925,8.2069,1.0319,2.0444,0.00683,5.8076,1.1778,1.9623,-0.00488,7.1283,0.6711,2.8374,0.03275,9.7035,0.71255,2.9098,0.00397,3.7623,-0.18791,-1.0556,-0.07985,4.5127,-0.68032,-0.64324,-0.00593,3.5379,0.73861,-1.8348,0.73495,5.1946,1.0693,-2.2611,0.02321,4.3691,0.58811,-0.38839,-0.051,6.7353,0.55337,-0.32966,0.00013
6.304,-0.97679,1.887,0.00519,7.5325,-1.1463,2.465,-0.00027,4.4651,-0.65713,-2.7159,-0.0085,3.8377,-1.2476,-2.9169,0.21595,4.382,-0.46987,-1.3622,0.03411,4.3696,-0.6726,-0.70025,0.03071,3.6093,0.61257,-1.9664,0.33209,4.565,0.83539,-2.7063,-0.0207,6.7434,-0.36678,0.94617,0.01113,6.3272,-0.74509,1.0345,0.01494,4.474,0.5091,-0.68921,0.0209,6.7752,0.61949,-0.45958,-0.00591
5.5774,-0.09509,-2.9191,0.00353,6.9318,-0.12338,-2.5934,0.00013,4.8413,-0.81294,-2.7757,-0.00849,4.0215,-1.3256,-2.2294,-0.11434,8.0974,1.1734,2.4576,0.0124,5.625,1.1793,2.1,0.04252,4.3155,-0.51077,-1.1548,0.04428,4.9111,-0.86272,-0.57552,-0.00941,3.6231,0.40966,-1.7695,0.04798,4.3842,0.78595,-2.4357,0.00036,4.3055,0.39847,-0.72265,0.03962,6.713,0.49014,-0.51507,-0.00564
5.5855,0.21333,-2.7466,0.00023,6.831,0.040523,-2.4094,-0.00036,4.7194,-0.59414,-2.4949,-0.00621,4.0584,-1.1505,-2.235,-0.08638,6.7286,0.34275,1.181,-0.01337,8.8788,0.20676,1.0884,-0.00341,3.8279,-0.27946,-0.90765,-0.0065,5.0572,-0.59909,-0.49261,0.00555,3.4472,0.61556,-1.6176,0.60473,3.9188,0.84401,-2.5263,0.04503,4.8809,0.525,-0.35326,0.03916,7.0598,0.53391,-0.15523,0.01578
6.8198,1.2492,-1.5347,0.00034,5.3308,1.5463,2.8148,-0.00114,5.2394,-0.92977,-2.5808,-0.00395,4.3426,-1.3845,-2.0932,-0.11954,4.3011,-0.28381,-1.003,0.03119,4.8587,-0.35941,-0.41075,0.00903,7.2655,-0.69491,2.7177,0.00721,5.8242,-0.95938,2.4415,0.06718,3.4314,0.26922,-2.1085,-0.25932,4.91,0.53293,-2.5457,-0.00826,5.1656,0.72659,-0.62918,0.00701,7.1936,0.95644,-0.42374,0.0036
6.857,1.1735,-2.6183,0.00522,5.1528,1.2997,2.7058,0.10499,5.0532,-1.1488,-2.8902,-0.0219,3.7308,-1.3325,-1.1714,0.305,3.4069,0.0079259,-1.0775,-0.13987,4.3911,-0.42133,-0.59848,0.02311,4.1301,0.18006,-2.3299,-0.05513,4.9113,0.43906,-2.8449,0.00329,7.6056,0.36146,-0.16592,-0.00363,5.3847,0.29089,0.0032716,-0.00868,4.8175,0.90361,-0.79881,0.06725,7.1447,1.0874,-0.6753,-0.00179
6.0782,1.2467,-2.3056,-0.00047,5.6382,1.4428,1.4627,-0.00372,5.64,-1.0165,-2.9873,0.01962,4.309,-1.4839,-2.9774,-0.09327,3.7011,-0.15742,-0.81122,0.00011,4.7169,-0.70577,-0.79089,-0.00057,3.9717,-0.10782,-2.4798,-0.03251,5.2941,0.31133,-2.7449,-0.0063,6.2985,0.22344,-0.34994,-0.0004,5.3491,0.10086,0.041784,-0.00999,3.916,0.79553,-0.95475,0.37607,6.2288,0.99188,-0.80224,0.00246
6.6839,1.3256,2.7512,0.01158,5.6986,1.2784,1.251,0.06317,4.5646,-0.69438,-2.7403,-0.00658,3.3916,-1.018,-1.96,0.66327,8.8135,0.90946,2.3987,0.01808,6.7962,0.74014,2.2453,0.14792,3.737,0.0235,-0.9369,-0.09442,5.6486,-0.30662,-1.095,0.00512,3.4662,0.39275,-2.3871,0.53277,4.581,0.56962,-2.9861,-0.0301,4.8914,0.95931,-0.7973,-0.00377,7.2986,1.0316,-0.8015,7e-05
5.8924,1.3522,-3.0516,-0.00112,5.3797,1.1779,1.6223,0.01182,5.9627,-0.65472,-2.665,-0.00021,4.1017,-0.75482,-2.26,-0.006,3.2779,-0.12129,-1.0656,0.01458,5.5225,-0.40049,-1.0963,-0.0192,4.2903,0.38453,-2.0929,-0.01325,5.5555,0.61707,-2.5502,0.02008,8.5315,-0.55132,1.6274,0.00811,6.3737,-0.73603,1.6738,0.05967,4.243,0.81594,-0.80812,0.13279,6.7693,0.90074,-0.79432,0.00404
