Distance1,Beta1,Phi1,Fermi_contact1,Distance2,Beta2,Phi2,Fermi_contact2,Distance3,Beta3,Phi3,Fermi_contact3,Distance4,Beta4,Phi4,Fermi_contact4,Distance5,Beta5,Phi5,Fermi_contact5,Distance6,Beta6,Phi6,Fermi_contact6
4.4927,-1.2091,-1.3153,-0.00705,6.482,0.48114,-2.6356,0.00011,4.6762,-0.14708,-2.3162,0.06622,6.248,-0.46497,-3.0605,-0.00251,5.9838,1.3194,0.77073,-0.00173,4.4185,0.41837,-1.5168,-0.01051
4.3852,-1.366,-1.2907,0.00924,7.1548,0.44703,-2.5307,0.00023,4.979,-0.16923,-2.3652,-0.01256,7.4636,-0.73524,0.89432,-0.00053,6.0163,1.5211,1.9799,0.02018,4.4844,0.47843,-1.4616,-0.00023
5.3453,-1.3469,-0.83098,0.01238,7.776,0.9036,1.577,-0.0003,5.0213,-0.41353,-2.2501,0.07562,6.1781,-0.56096,-0.070427,0.0006,5.298,1.4494,-1.9137,0.00468,4.2944,0.28642,-1.253,-0.02292
4.4722,-1.0818,-0.78172,0.00791,5.6604,-0.72309,2.6633,-5e-05,4.7354,0.12736,-1.8632,0.05121,5.9267,-0.30154,-2.6342,4e-05,6.2664,1.3537,-0.09441,0.03606,5.7471,0.51571,-0.82477,-0.00226
4.9525,-0.98578,-0.56587,0.00812,5.9711,-0.90614,2.5819,-0.00165,6.2043,-0.13119,-0.73782,-0.0002,5.5629,0.076968,-1.7781,0.00013,5.6808,-0.56696,-2.4293,0.0038,5.8993,0.48698,-0.85261,0.00014
4.3428,-0.69286,-0.71755,0.14231,5.6375,-1.028,2.7633,-0.00056,5.7318,0.17968,-0.85518,0.01084,7.4136,-0.67273,0.7886,0.00291,5.2036,-0.43304,-2.3607,-0.00419,6.2048,0.85018,-1.0712,-0.00035
6.8427,0.99191,3.0675,-0.00391,4.5836,-1.0548,-0.4642,-0.04628,6.0257,-0.89087,2.663,0.00329,5.8222,-0.15555,-0.74015,-0.0069,7.762,-0.71796,1.0794,0.00034,4.9044,-0.54613,-2.3617,-0.00974
6.8549,1.089,2.654,0.00385,4.6107,-1.3242,-0.32936,-0.06028,5.4365,-0.32652,-0.74948,0.00459,5.3381,0.45714,-2.0039,0.00099,4.3668,-0.48862,-2.4153,0.00087,5.0531,0.5598,-0.9921,0.00981
4.6895,-1.4424,0.41912,-0.15944,4.3949,-0.3973,-0.81052,0.36944,5.3261,0.53712,-2.0607,0.01742,7.5358,-0.79348,1.2072,0.0023,4.5641,-0.54402,-2.4174,0.00966,7.026,-0.18938,2.898,0.0019
5.7361,-1.3639,1.0661,-0.00318,4.9048,-0.69151,-0.87668,0.00283,4.6549,0.3127,-2.0776,0.08487,4.97,-0.59113,-2.6462,0.03235,6.0918,-0.0010986,0.15781,-0.01287,6.5756,1.3095,-0.82454,0.00131
5.3338,-1.2902,1.0045,0.03659,4.4096,-0.43257,-1.1093,0.00125,4.9968,0.3526,-2.346,0.14498,5.6988,-0.4309,-2.6133,-4e-05,6.4164,-0.66273,-0.0070685,0.00055,7.0505,1.3578,-1.741,-0.0002
4.974,-1.2388,1.3403,-0.01637,3.8903,-0.39956,-1.1322,0.07303,6.3704,-1.1601,-2.1773,-0.00056,5.4723,0.50282,-2.5047,0.0425,5.5826,-0.3845,-2.6519,0.00201,6.1338,-0.67398,0.086083,-6e-05
5.2775,-1.1867,0.98372,0.11747,6.8472,-0.83557,2.8277,-0.00141,4.6726,-0.35477,-0.78652,-0.00735,6.3264,-1.2105,-1.5275,0.00036,4.9741,0.56759,-2.0738,0.06711,5.226,-0.42015,-2.2622,-0.00151
5.4392,-1.0766,1.1161,0.10617,6.468,-0.87459,2.8284,-0.00133,4.6014,-0.42882,-0.95543,0.28292,5.958,-1.1425,-1.6856,-0.00141,4.7629,0.45672,-2.048,0.16494,5.8954,0.3517,0.020838,0.01318
5.2302,-1.1736,0.81255,-0.02299,4.943,-0.20611,-0.96366,-0.02573,4.9571,-1.0114,-1.5583,-0.01471,5.0627,0.62639,-2.099,0.04194,5.5828,-0.26655,-2.3814,-0.00076,6.1221,-0.46565,0.035073,0.00216
5.4143,-1.1632,0.85263,-0.01175,5.2323,-0.3257,-1.1363,0.00889,4.8992,-0.94282,-1.966,-0.01696,5.3089,0.66769,-2.0286,0.05775,5.4421,-0.10016,-2.6604,0.00154,5.8105,-0.52838,-0.15628,0.00264
5.6116,-0.23069,-1.108,-0.00299,4.7952,-0.93886,-1.8398,-3e-05,5.3288,0.72098,-1.6623,-0.00204,5.418,0.041079,-2.5734,0.00406,6.947,-0.4918,-0.13194,-0.00065,6.3352,0.35294,-0.019734,0.01387
6.219,-0.93006,0.75731,0.01466,5.466,-0.11737,-0.88976,-0.00853,4.9245,-1.0238,-1.4679,-0.00584,5.2856,0.76103,-1.5577,-0.00026,4.6075,-0.0547,-2.4427,0.00816,6.5269,0.23389,-3.1236,0.00243
5.6825,-1.0656,1.0895,-0.01498,4.3048,-0.32554,-0.97669,-0.03405,4.7154,-1.1386,-2.0793,-0.03791,5.0305,0.21769,-2.6084,0.01715,7.1431,0.53034,2.9184,0.00518,6.9367,0.23291,0.04139,0.00452
5.4608,-1.1203,1.1783,-0.00158,4.0365,-0.076069,-1.1172,-0.00378,4.6887,-0.84736,-2.1565,0.00228,5.6343,0.4905,-2.7231,0.01352,6.6006,-0.77047,-0.043125,0.00455,7.1041,0.24696,-0.006584,0.00107
5.4102,-1.1256,1.0195,-0.00775,4.2595,0.17881,-1.4623,-0.02258,4.1225,-0.69362,-2.228,0.0069,6.0193,1.0832,-2.2408,0.00015,6.568,0.43489,-2.9686,-0.0071,6.803,0.46208,-0.23455,0.00011
4.4145,0.10925,-1.6043,0.01032,4.3545,-0.93197,-1.9421,0.02833,5.4858,0.8235,-2.4831,0.00118,6.3267,0.04022,-2.9671,-0.00358,6.3044,-0.39545,-0.33576,0.00459,6.647,0.70502,-0.45389,-0.00294
5.8777,-1.1263,0.90041,-0.00447,4.5771,0.12912,-1.3139,-0.03295,4.3918,-0.97233,-1.9401,-0.01109,5.2447,0.79484,-2.3867,-0.00104,6.8467,-1.0452,2.395,-0.00061,6.2054,-0.39511,-0.21284,-0.00172
5.7205,-1.1656,1.1934,-0.00661,6.7826,-0.40386,-2.8762,-0.00031,4.6825,-0.085636,-1.1307,-0.08711,4.3706,-0.86543,-2.24,-0.03085,6.0393,-0.66735,-0.14064,0.00079,6.4541,0.49238,-0.35061,0.00108
6.5836,1.0628,-0.055505,-0.00115,6.4469,-0.98139,1.7375,-0.00813,4.8656,-0.43315,-1.0855,0.11368,4.7938,-0.88505,-2.4595,0.01078,6.7725,0.99233,3.011,-0.01343,5.7192,-0.87381,0.22203,0.00051
5.7016,0.98315,-0.24042,-0.00332,4.7434,-0.69875,-1.093,0.27328,5.4412,-1.0151,-2.6725,0.00368,5.3614,0.26584,-2.9524,-7e-05,6.2464,0.90173,3.0197,0.00429,5.7847,0.10556,-0.24492,-0.00103
5.6113,1.0341,-0.41878,0.01151,5.4848,-0.73959,-1.1309,0.03737,4.8719,-1.0532,-2.5807,0.01386,5.1557,0.33706,-2.9408,0.00723,5.8082,-0.67019,0.10087,0.00346,6.0562,0.098061,-0.25529,-0.00073
6.0495,1.1204,-0.29645,0.00543,6.4145,-0.35588,-2.821,0.00243,5.586,-0.50781,-0.89483,-0.00689,4.1362,-1.0562,-2.0807,-0.05926,5.4686,0.3686,-2.7978,0.00114,6.9667,1.1498,1.5044,0.00679
6.1223,1.4075,-0.78429,0.00105,5.8093,-0.97468,1.0849,-0.00488,4.481,-1.0938,-1.6032,-0.06006,5.5113,0.53823,-1.8241,-0.0009,6.0161,0.1394,-2.7794,-0.00044,6.2604,0.38167,0.093411,0.00907
5.3838,1.3912,-1.8358,-0.00571,6.3036,-0.86722,-2.7376,0.01955,5.6446,-0.28385,-0.65801,-0.00441,4.848,-1.219,-1.058,0.00818,4.6847,0.19567,-1.8518,-0.08608,6.2066,0.52531,0.037726,-0.00187
5.4957,1.2603,-0.36384,-0.00972,5.8402,-0.47693,-2.582,-0.00021,5.6553,-0.1782,-0.70895,-0.01132,4.4748,-0.94846,-1.2002,-0.0198,4.8769,0.45559,-1.6331,0.0501,6.6184,-0.99076,2.7182,0.0015
4.365,0.93081,-0.64873,-0.07706,6.6211,-0.5009,-2.7349,0.01178,6.1782,-0.54027,-0.77278,0.00201,5.2237,-1.3654,-1.2536,0.02611,4.7733,-0.002518,-1.7056,0.00095,6.6258,0.31725,-2.8123,-9e-05
4.9691,1.0645,-0.68551,-0.00605,5.8474,-0.53522,-0.83727,0.00051,4.523,-1.4275,-1.2145,-0.21094,4.6733,0.0088749,-1.7978,0.01302,6.5217,1.0821,-2.9829,0.0697,6.7462,1.193,1.4895,0.01294
5.6076,1.1782,-0.7076,0.0001,4.3104,-1.271,-0.20244,0.02346,4.629,0.12154,-1.4634,0.00334,5.9217,0.39597,-2.4379,0.00096,7.1264,1.2171,1.9538,0.00289,6.0795,0.21831,0.13049,-0.0002
5.1191,-1.0882,0.75195,7e-05,4.7089,-0.36183,-1.0673,0.02967,5.3439,-0.012559,-2.2242,0.00152,6.2166,0.62733,-2.2812,0.00021,6.1145,1.2794,-3.0089,0.00029,6.7071,0.44027,-0.54878,-8e-05
4.7354,-0.59183,-0.82636,-0.02475,6.9037,-0.2444,-2.9886,-0.0005,5.7538,-0.55259,-2.3042,-3e-05,5.9539,0.15397,-2.2454,-0.00145,5.4363,0.99339,-2.4909,0.00555,6.1805,0.29422,-0.50907,0.00044
5.5517,-0.89743,1.3567,0.00466,4.7002,-0.46079,-1.0743,0.01357,5.8403,-0.36941,-2.3176,0.00051,5.5496,0.38537,-2.381,0.00673,6.0624,1.2089,-2.7481,-0.0057,5.6968,0.41448,-0.45052,0.00485
5.2083,0.42731,-1.0813,-0.00231,5.6052,-0.80551,1.4517,0.00229,5.3264,-0.56463,-0.89868,-0.00569,4.6104,-0.31696,-2.3705,-0.01124,5.0809,0.5326,-2.3217,0.1729,6.2581,0.3972,-0.20129,-0.00091
5.0005,0.17369,-0.9634,-0.0006,6.0086,-0.79283,1.4432,-0.00315,4.3057,-0.46042,-2.3745,-0.00232,5.1316,0.44008,-2.3076,-0.00048,4.9256,1.2904,-1.1615,0.01305,6.6447,0.3064,-0.11907,0.0004
4.9468,0.18422,-0.7558,-2e-05,7.2137,-0.8214,1.253,0.00298,6.2865,-0.16734,-2.9153,0.0033,3.9216,-0.8304,-2.0883,0.03768,4.6116,0.3403,-2.1708,-0.00487,4.2095,1.4418,-2.1755,0.01836
4.932,0.24991,-0.83744,-0.02261,5.8133,-0.35676,-0.36079,-0.00231,3.8653,-1.1367,-1.4315,0.03396,4.9234,0.046404,-1.9947,-0.01597,4.3537,1.1753,-1.9102,0.00363,7.2961,0.485,0.013432,0.00531
6.6542,0.67152,1.2111,0.0012,4.887,0.43315,-0.94319,-0.02905,6.5851,-1.5125,1.8994,-6e-05,6.4465,-0.2418,-0.35241,-0.00042,3.5949,-0.93142,-1.2584,0.02905,5.4318,0.017135,-2.0027,-0.01142
6.3737,0.84944,1.1614,0.00372,4.6655,0.23345,-0.90275,0.0518,6.5234,-1.2823,2.2797,0.00039,5.077,-1.0716,-1.3973,0.00557,4.9806,-0.18868,-2.0236,-0.02172,5.1702,0.97442,-1.6822,-0.00482
5.8756,0.36582,-2.8127,0.00838,5.2489,0.21391,-0.69691,-0.01283,6.354,-1.1638,2.0755,-0.00054,6.1495,-1.0976,-1.128,9e-05,4.5439,-0.54789,-1.9473,-0.01144,4.7127,0.9321,-1.5338,-0.01583
5.8603,0.255,-2.7437,-0.00802,5.8233,0.96387,1.8711,-0.0027,6.4344,0.48884,-0.48278,0.00019,6.6392,-0.80588,1.2873,-0.00137,4.246,-0.51754,-1.6486,-0.00959,4.6423,1.1884,-1.7972,-0.05379
6.5515,0.35081,-2.8789,-0.00312,7.0211,-0.39784,0.43912,-0.00053,5.1157,-1.3876,-0.83666,-0.00458,5.8459,-0.88695,1.0257,0.0003,3.7353,-0.16852,-1.7841,0.02906,5.2213,1.3056,-2.1222,-0.00424
6.8285,0.41618,-2.8312,-0.0001,4.7392,-0.99926,-1.0149,0.01627,5.4548,-0.51383,-2.7234,0.00032,5.492,-0.97244,1.0027,0.00883,3.8673,0.22651,-1.6445,-0.00736,4.9674,1.3021,-2.0982,0.00423
4.5196,-0.87477,-1.3758,0.08782,5.8192,-0.17895,-2.6656,0.00016,5.561,-1.1373,1.3214,0.01894,6.9941,-1.2539,3.0949,-8e-05,3.683,0.39744,-1.5913,-0.01883,5.3053,1.4635,-3.043,-0.00287
7.2294,0.75687,-0.023665,-0.00224,7.167,-0.28991,-0.47884,0.00105,4.594,-0.77413,-1.5333,0.00326,6.6425,0.10535,-2.7321,0.00147,5.8491,-1.1552,1.9456,-0.00173,3.2546,0.53995,-1.5104,0.12601
6.6843,0.89243,-0.13258,-0.00145,6.3641,-0.33475,-0.32742,-0.00061,4.636,-0.94402,-1.4241,0.27195,6.8313,-0.050119,-2.6722,0.00082,6.4913,-1.0766,1.8254,-0.00514,3.5074,0.28616,-1.5152,-0.07838
6.5156,0.52541,-2.9279,-0.00727,4.2915,-0.89505,-1.1288,-0.12043,6.1844,-0.20756,-2.6211,-0.00083,6.3954,-1.1416,1.691,-0.00112,4.0214,0.40755,-1.4702,-0.03761,4.9006,1.4467,-3.0819,-0.00689
6.8593,0.59631,-3.004,0.00462,6.4128,0.046486,-0.59327,-0.00014,4.164,-0.7994,-1.4364,-0.06667,5.9698,-0.12644,-2.738,0.004,6.0309,-1.2607,1.9428,-0.00121,4.0991,0.50685,-1.6179,-0.05617
6.8506,0.59057,-2.9316,0.00815,7.2222,0.83617,-0.21001,-0.00083,6.613,-0.20965,-0.41409,-0.00036,4.4362,-1.0956,-1.7378,-0.11822,3.5655,0.27414,-1.5107,-0.08155,5.0237,1.3741,-0.96258,0.0166
7.1037,-1.0163,0.47068,0.00078,6.388,-0.22193,-0.19943,0.02818,4.4145,-1.1593,-1.7316,0.02113,5.8808,-0.21515,-2.6976,-0.0004,3.7512,0.25174,-1.4093,-0.06705,4.9976,1.3631,-0.92267,0.02629
6.297,0.44372,-2.7469,0.01033,6.7128,-0.7051,0.54545,0.00015,7.1511,-0.19772,-3.0951,-0.00357,4.3847,-1.0239,-1.1134,-0.00576,5.1156,-0.41566,-2.4397,0.00057,4.1147,0.35008,-1.2843,-0.02777
5.8295,0.45967,-2.7272,0.00147,6.0128,-0.619,0.44192,-0.01152,5.1649,-0.74354,-1.0935,-0.00548,5.0918,-0.46779,-2.4006,-0.00406,4.6054,0.47061,-1.443,0.00878,4.9996,1.4135,-2.0456,0.01645
6.0216,0.078791,-2.7949,-0.00249,6.7257,0.061163,-0.30032,0.00054,5.6977,-0.83364,-2.5977,0.00164,4.652,-0.079408,-1.6199,0.00084,4.3831,1.0847,-2.0752,0.024,7.2045,1.1852,1.1312,0.00604
6.1038,-0.011439,-2.8622,-0.00151,6.1075,-0.25283,-0.41832,0.00082,6.5696,-1.1337,-0.77086,0.00037,6.5286,-0.8902,-3.0479,-0.00112,4.5581,-0.39453,-1.7061,0.12158,3.4112,0.86215,-2.1611,0.01368
5.8714,-0.3559,-0.55168,-0.00147,6.4728,-1.1522,-1.3023,-0.00026,5.8191,-0.62755,-3.0921,-0.00158,5.836,0.47891,-0.2271,0.0016,4.3479,-0.08336,-1.9865,0.0369,4.0971,1.151,-1.9509,0.01661
6.2279,0.22684,-3.1369,-0.00712,6.4439,-0.6562,3.1063,0.00054,6.3646,-0.79271,1.879,-0.00416,5.206,-0.26271,-2.2052,0.00106,3.8936,0.95718,-1.8992,0.07695,5.9644,1.1643,0.2053,-0.00872
6.7197,0.21866,3.1322,0.00762,6.0889,-0.5944,-0.75719,0.00011,6.4216,-1.2832,-1.8455,0.00042,5.0212,0.32689,-0.54135,-0.00219,4.8016,-0.18499,-2.1463,0.00376,4.3286,1.0325,-2.1724,-0.06194
5.7995,0.22866,-2.9589,-0.00303,6.186,-0.56783,-0.47463,0.00191,5.6221,-1.299,-1.2698,0.00283,5.4281,0.31827,-0.42978,-0.00044,4.3125,-0.50962,-1.8642,-0.02134,3.8073,0.91972,-1.8109,0.09131
6.1622,0.39957,-2.8626,-0.00484,6.2753,-0.529,-0.39921,0.00578,4.8365,-1.3343,-1.4302,0.00993,6.5553,-0.60299,-2.9042,0.01031,3.9225,-0.5446,-1.9033,-0.04503,3.6195,0.80284,-1.6165,0.07921
6.3376,1.4543,-0.061582,0.00121,5.7405,0.39189,-2.5729,-0.00667,5.5633,-1.4757,3.0589,0.00653,6.6172,-0.66762,-2.8955,0.02353,4.8558,-0.82051,-1.682,-0.00983,3.9302,0.3667,-1.2722,-0.00031
6.7776,1.4136,0.96482,0.00016,5.6049,0.48206,-2.5911,0.02831,4.9714,-1.3384,-0.64431,-0.22753,6.1636,-0.70986,-2.6823,0.00102,4.4943,-0.50654,-1.4636,0.00073,4.6475,0.6761,-0.96239,0.00184
5.3057,0.45003,-2.64,0.02528,6.2619,0.79918,1.829,0.01695,4.9617,-1.4761,-1.9415,0.01154,6.1838,-0.69466,-2.8975,-0.00465,4.7303,-0.63281,-1.8577,-0.00178,4.2081,0.55835,-0.94481,0.0411
7.0956,1.2659,0.71472,-0.00045,5.0537,0.49898,-2.7073,0.026,4.597,-1.2007,-1.5752,-0.05565,5.9306,-0.73503,-2.7894,0.00022,4.7633,-0.29003,-1.884,0.00022,4.695,0.78336,-0.76464,0.08787
7.0617,1.2722,0.34958,0.0014,4.7285,0.4218,-2.4555,-0.02534,5.5619,-1.2634,-1.2692,-0.03094,5.939,-0.97481,1.7297,-0.00078,5.5544,-0.52467,-1.804,0.0003,4.7984,0.44522,-0.61376,-0.00711
4.784,0.65026,-2.3997,0.10757,6.3981,-0.87423,-0.20593,0.00104,5.0061,-0.99182,-1.4849,0.06159,6.0623,-0.62163,-2.6364,0.00337,4.8757,-1.0351,1.983,0.02146,5.2486,0.56215,-0.50894,-0.01091
4.0853,0.52832,-2.3474,-0.01026,6.5816,-0.98183,-0.064766,0.00153,4.9057,-1.1424,-1.1998,-0.08518,6.6081,-0.63718,-2.6633,-7e-05,5.2614,-1.0378,2.1335,-0.00042,4.8416,0.47984,-0.45604,-0.02529
6.9677,1.1185,0.27187,0.00604,4.8304,0.35151,-2.5251,-0.00595,6.5652,0.69002,1.452,0.00446,5.2236,-1.1272,-1.3872,0.08424,5.3366,-0.98191,2.1559,-0.0023,4.2478,0.45084,-0.83777,0.00937
6.5752,0.98292,0.23934,0.00494,4.4377,0.51026,-2.4209,0.10082,4.9104,-1.2762,-1.2197,-0.01809,5.6858,-0.91518,2.0046,-0.00035,4.0071,0.34424,-0.57165,0.0076,7.1648,1.0275,-2.7125,0.00156
6.6285,0.98968,-0.038737,-0.00052,4.2382,0.32522,-2.2197,0.0383,6.8374,0.17881,2.6092,0.00035,4.9021,-1.4535,-0.2019,-0.16562,5.8138,-0.78824,-1.9531,0.0071,4.5768,0.16996,-0.57347,-0.00725
5.0901,0.5683,-2.3896,0.00191,4.6876,-1.2281,-1.862,0.53607,5.6376,-0.87072,1.9006,-0.00041,6.0769,-0.24099,-0.37657,0.00169,5.6121,-0.37918,-2.0758,1e-05,4.9759,0.41995,-0.88477,0.00206
4.4969,0.47555,-2.0214,0.02715,6.6956,0.61522,-3.0704,-0.00437,5.8995,-1.243,-2.1708,-0.01556,5.533,-0.87405,1.9858,0.00865,6.7863,-0.43217,-0.32674,0.00903,4.9653,0.26451,-0.77765,0.00358
4.7408,0.45547,-2.4992,0.01666,5.3722,-1.2958,-1.1297,-0.00695,6.6441,-0.89717,-3.0108,0.00177,6.5212,0.038449,-0.29474,0.00244,4.6909,-0.58805,-1.7012,0.00131,4.6345,0.6882,-1.069,-0.01593
4.2525,0.0057167,-2.3971,-0.03237,6.066,-1.1626,-0.27908,0.00683,5.9078,-1.1254,-3.002,0.00318,6.3669,0.203,-0.15183,0.00354,4.8043,-0.68527,-1.4615,0.00722,4.3074,0.62538,-1.151,-0.00252
5.0431,0.12608,-2.583,0.00716,6.0212,-0.96112,-0.68571,-0.00045,5.1206,-1.0832,-2.6556,-0.03738,5.3947,-0.74564,0.81217,0.00179,6.4725,0.41387,-0.1412,-0.0003,4.8431,0.86167,-1.4647,0.03495
6.3961,1.2015,2.7745,0.02563,4.4592,-0.29991,-2.1828,-0.05451,6.065,-1.285,-1.9706,0.00346,5.0146,-0.64076,-1.1663,-0.00037,4.7092,0.81431,-1.2378,-0.03591,6.0636,0.21581,-2.8867,-0.00077
4.5663,-0.073815,-2.0325,-0.00228,5.6071,-0.92196,-1.3754,0.00876,5.8891,-0.66891,0.81146,-0.00476,4.7611,-0.29927,-0.99163,0.00295,6.4912,1.1295,-1.1224,-0.00093,6.2596,0.17513,-2.7277,4e-05
4.6775,-0.11409,-2.1243,0.02119,6.2236,-0.67366,-0.2007,-0.00093,6.4275,-1.1158,-1.4577,0.00089,4.8639,-0.36854,-1.0575,-0.00042,6.4361,1.1431,-1.101,-0.00075,6.6058,0.22225,-2.9293,0.00064
7.4816,1.1357,2.4082,0.00038,4.5126,-0.022109,-2.4382,0.04488,5.9821,-0.89119,-0.25831,-0.00031,4.4955,-0.38896,-1.2764,0.00392,5.6353,1.1976,-1.1233,-0.0288,6.8957,0.50157,-2.9602,0.04046
4.6089,-0.01049,-2.5614,-0.0032,5.9538,-1.1204,-0.32127,0.00156,6.953,-1.2552,-2.5211,0.00019,4.2773,-0.61498,-1.5903,-0.12786,4.5055,1.115,-1.4323,0.10699,7.0105,0.53595,-3.0373,0.04138
7.51,1.0845,1.7629,0.00219,5.4159,0.31792,-2.5562,0.0059,6.4845,-0.49522,0.21424,-0.00077,5.8578,-1.2045,-0.8878,0.00047,4.5106,-0.25483,-1.6748,0.00533,4.9595,1.1949,-0.25601,-0.0183
4.6888,0.45557,-2.4369,0.04892,6.6325,-0.8692,-2.5635,0.00055,5.7083,-0.94591,1.4958,-0.00499,4.7319,-0.26067,-1.5914,0.01314,5.5087,1.0162,-0.17154,0.00386,6.1845,0.07805,-0.21442,-0.00292
4.6376,0.50912,-2.4808,0.06601,5.5084,-1.18,-1.2315,-0.0014,4.2947,-0.20746,-1.5854,0.06226,5.305,0.9752,-0.30382,-0.01247,6.2019,0.012422,-0.16235,0.00163,6.921,0.96663,2.8854,-0.00152
7.6712,1.2816,1.5932,0.00021,4.6683,0.256,-2.4113,-8e-05,5.6374,-1.3037,-0.93036,-0.01486,6.6066,-0.94846,-2.715,0.00019,4.9616,-0.34828,-1.4568,0.07368,5.1149,0.81648,-0.66537,0.00231
4.7801,0.027553,-2.4338,-0.00032,5.8515,-1.2637,-0.40608,-0.00371,5.7409,-0.84063,1.6658,0.00359,5.5987,-0.4911,-1.3327,0.03143,4.5088,0.64465,-0.74052,-0.01717,6.034,0.90863,-2.9983,0.00846
5.7593,-1.1894,-0.73041,0.00169,5.0594,-0.90867,-2.8991,0.00022,5.5013,-0.8701,1.451,-0.0052,5.339,-0.44566,-1.3785,-0.00429,4.6625,0.76913,-0.46216,0.07797,5.6835,1.1294,3.1303,0.00329
4.0583,0.36379,-2.3959,0.01669,6.1787,-1.2161,-0.25379,0.00054,5.721,-0.8842,-3.1099,-0.00244,5.2665,-0.90256,1.5627,0.01535,5.0942,-0.68535,-1.2865,0.04599,4.5192,0.45112,-0.39807,-0.0169
4.4239,-0.022513,-2.1643,-0.0036,5.807,-1.0462,3.0773,-0.00011,5.4426,-0.79472,1.6094,0.15419,5.0773,-0.72288,-0.92341,0.02075,4.3968,0.36895,-0.41972,0.00575,4.7394,1.0039,-1.9472,0.2259
4.5269,0.20845,-1.9586,-0.00101,6.5424,0.3734,-2.9029,-0.00189,4.8129,-1.195,-2.2404,0.13498,5.3516,-0.23874,-0.69267,0.00253,5.0026,0.72978,-0.35699,-0.00131,5.1799,1.0933,-2.3957,-0.01294
4.7109,0.15134,-2.0447,-0.01142,6.4527,0.34362,-3.0104,0.00801,5.1724,-1.2698,-2.3424,-0.03949,6.0579,-0.37619,-0.69079,-0.00033,4.5334,0.64079,-0.55207,0.00103,4.931,1.0165,-2.5465,0.18232
4.15,-0.11332,-1.7315,0.07844,5.751,0.35768,-2.746,0.00338,5.5691,-1.4846,2.4625,-0.01663,6.361,-0.60386,1.2155,-0.00126,6.5563,-0.61201,-0.42262,0,4.7283,0.91835,-1.7768,-0.01014
6.4672,0.92085,-0.13303,-0.0018,3.5488,-0.62096,-1.5713,0.06888,5.2356,0.31215,-2.5347,-0.00032,5.8877,-1.2112,2.2942,0.01867,6.5917,1.0609,-3.1151,-0.00595,4.0622,0.72326,-1.4846,-0.06538
6.6418,1.0298,-0.39616,0.01882,3.4903,-0.64949,-1.5606,-0.1473,5.3769,0.14495,-2.5358,0.00017,4.9615,-1.2398,1.7829,0.01368,5.1893,0.13648,-0.26214,-0.00085,4.7593,0.80914,-1.5918,-0.01685
6.2424,1.1008,-0.9907,0.00011,4.3151,-0.83044,-1.3746,0.00438,5.2006,-0.26866,-2.4961,0.00072,5.9013,-1.0955,0.97149,0.00116,4.4206,0.62441,-1.8266,-0.04781,7.3318,-0.71905,2.3969,-0.00214
7.0446,1.3219,-0.25407,0.00485,4.0226,-0.33106,-1.2623,0.0011,5.7064,-0.066392,-2.2779,-7e-05,5.4645,-1.2669,0.49768,0.00308,4.817,0.89583,-1.7298,0.05345,6.2274,-0.89496,2.5911,-0.0017
6.3097,1.2443,0.22242,0.03798,4.2613,-0.30128,-1.1265,0.03068,6.4301,0.79149,1.8822,0.00011,7.7697,0.058455,2.6448,-0.01723,6.1006,-1.2569,-0.1241,-0.00031,4.523,0.81579,-1.6413,0.14885
6.8486,1.331,0.4388,0.03457,4.0776,0.013223,-1.188,0.04673,5.3087,0.12552,-2.5382,-0.00118,5.0706,-1.057,-0.86739,0.00697,6.5478,-0.84292,1.1817,-0.00325,5.0249,1.0569,-1.9776,0.28274
4.2058,-0.21629,-1.3468,-0.0041,5.1991,0.28416,-2.652,-0.00121,4.1263,-1.2738,-2.2175,0.07711,6.4957,-0.77636,1.4336,-0.00341,6.1197,0.95098,2.6463,-0.00294,4.7668,0.95885,-1.4252,0.15479
4.3519,-0.40691,-1.2054,-0.0128,6.3,0.84172,1.7347,0.00395,4.1456,0.11306,-2.4897,0.00393,4.7157,-1.5373,-2.0136,0.0778,5.5892,1.0539,3.1214,0.00581,4.3539,0.67343,-1.36,0.42678
4.3841,-0.62441,-1.0921,-0.04265,4.5022,0.02834,-2.3323,0.00544,4.7527,-1.4305,2.3907,0.02609,7.3338,-0.62674,0.25515,0.00389,5.7595,0.96432,-2.7406,0.00067,5.3775,0.55207,-1.394,0.06615
4.7909,-0.76265,-0.99576,-0.00322,6.0945,0.96942,1.8551,-0.00407,4.4723,-0.055361,-2.1414,0.01185,4.8345,-1.2504,2.2281,-0.02977,5.6961,1.0279,-2.6284,0.00438,4.5588,0.59297,-1.224,0.52511
4.8225,-0.51155,-1.1034,0.0048,5.1377,0.19368,-1.9761,0.00033,7.3974,0.19303,1.9516,-0.01319,4.0414,-1.3223,3.0415,0.01802,6.8084,-0.56158,0.37055,0.01093,5.1446,0.80779,-1.3919,0.04035
6.3033,0.75441,-0.94595,-0.00019,4.8691,-0.96882,-0.95894,-0.0152,5.5928,-0.35105,-2.2888,0.00032,5.7562,0.095626,0.047511,-0.00431,5.3449,-1.1373,2.061,-0.03651,4.627,0.46427,-1.584,-0.03464
5.623,0.58047,-1.1071,0.00191,4.4193,-1.0334,-0.79601,0.02836,5.9082,1.2099,1.2973,0.00042,6.0775,0.019374,-0.096121,-0.00023,5.7012,0.65453,-2.8908,0.00253,4.6021,0.13669,-1.8967,0.00017
