Distance1,Beta1,Phi1,Fermi_contact1,Distance2,Beta2,Phi2,Fermi_contact2,Distance3,Beta3,Phi3,Fermi_contact3,Distance4,Beta4,Phi4,Fermi_contact4,Distance5,Beta5,Phi5,Fermi_contact5,Distance6,Beta6,Phi6,Fermi_contact6
5.9634,0.088262,-0.23956,-0.00052,7.8157,0.53214,1.8678,-0.00572,5.3476,-1.043,1.5266,0.12402,4.0921,-1.1517,-1.446,-0.0241,7.4554,-0.66195,0.15677,0.00078,4.4031,0.50909,-2.1667,-0.01818
5.8809,0.20859,-0.16297,-0.00069,7.5367,0.42752,-3.068,0.00367,4.0857,-1.0165,-1.0008,0.02602,7.4582,-0.57381,0.078289,0.04473,6.9616,-0.42931,1.9991,-0.00169,4.3867,0.4649,-2.4194,-0.00344
6.3294,0.29132,-0.05969,-0.00362,4.8141,-1.1897,0.95769,0.02232,6.2439,-0.94693,-3.1011,0.00445,3.4533,-0.56335,-1.0827,-0.00311,6.5717,0.72596,-1.3509,0.00275,4.7049,0.86059,-2.608,0.02423
6.1005,0.43824,-0.13871,0.00086,5.9374,-0.93858,0.87636,0.01421,4.8487,1.5044,2.5681,0.02779,4.3742,-1.03,-0.57415,-0.0064,6.6111,-0.85588,-2.4874,-1e-05,4.2618,0.21198,-2.5281,-0.00942
5.7486,0.61892,-0.27833,-0.00655,4.9458,1.323,-3.0843,-0.00512,4.4935,-1.0222,-0.31495,0.00615,7.1731,-0.21064,-0.11547,-6e-05,7.1125,-1.0482,-2.6561,8e-05,4.1554,0.027963,-2.6178,-0.00138
5.7769,0.33087,-0.35877,-0.00329,4.5174,-1.1555,-1.1512,0.021,7.0027,-0.49547,-0.27223,0.01337,7.0864,-0.15481,0.55479,0.00445,3.8648,0.19887,-2.3217,0.05762,7.372,0.54879,0.95754,-0.0046
5.6706,0.32183,-0.40901,-0.00651,7.1015,0.88124,1.2776,-0.01069,4.1074,-0.83579,-1.4303,-0.04908,6.4539,-0.57927,-0.49683,0.00832,6.6684,-0.5516,1.8362,-0.0003,3.3481,0.56146,-2.3072,0.00169
5.869,0.53775,-0.17368,-0.00468,4.4598,-1.2776,1.0465,0.29972,4.0796,-0.57361,-1.0536,0.00129,6.4661,-0.39543,-0.36521,0.00791,6.2072,-0.41268,-2.5929,0.00247,3.8599,0.87726,-2.1195,0.06926
6.5591,0.46731,0.013212,-0.00614,5.2879,-0.99179,1.2085,-0.01073,5.907,0.5322,-2.9918,0.00216,3.9963,-0.73048,-0.63233,-0.02897,5.2529,-0.67496,-2.3677,0.00936,3.3743,0.79193,-1.7083,0.31204
6.6501,0.34044,-0.14001,0.00047,4.9639,-1.0437,1.3831,0.04982,4.1905,-0.6936,-0.83613,-0.01599,6.6837,-0.38884,2.0594,-0.00127,5.528,-0.47486,-2.4222,0.00419,3.5577,0.82508,-1.9227,0.04352
6.1709,0.28662,-0.36511,-0.00024,5.0424,-1.2149,0.77126,0.00345,4.0126,-0.64211,-1.0054,-0.00317,6.928,-0.48329,1.9867,-0.00046,5.7441,-0.44955,-2.5903,0.00087,3.8135,0.63349,-2.3534,0.00501
5.7877,0.27507,-0.35373,0.00269,4.7084,-1.2489,0.90922,0.07354,4.3194,-0.5885,-1.1811,-0.1193,6.6463,-0.47532,2.0299,0.00247,5.437,-0.4556,-2.5619,-0.0004,4.0434,0.66607,-2.259,-0.01476
5.608,0.15391,-0.28336,-0.00023,4.1874,-1.3182,0.86344,0.04551,5.9169,0.35699,-3.0833,-0.00344,4.9525,-0.74727,-1.2332,0.01669,6.2964,-0.56366,2.063,-0.00164,3.9838,0.49545,-2.0455,-0.0345
5.6652,0.02234,-0.29853,-0.0004,5.141,-1.2208,1.0204,0.09857,5.7145,0.18568,-3.1254,-0.00556,5.218,1.0721,-0.49311,-0.00328,5.4561,-0.99237,-1.0014,0.04167,3.3492,0.20705,-1.927,-0.03715
5.5073,0.16681,-0.36969,0.00219,6.0076,0.19497,-3.0292,-0.00031,5.2635,1.109,-0.32678,-0.00456,5.3118,-0.98014,-0.84164,0.04637,7.1375,0.93524,2.4919,-0.00744,3.772,0.28108,-1.9834,0.12585
5.5461,0.21239,-0.47693,0.00411,6.3629,0.24354,-3.0765,0.00192,5.1919,1.1674,-0.35639,0.00052,5.1611,-1.0026,-0.81006,0.04936,7.5206,0.87261,2.4387,0.00017,3.8987,0.14617,-2.0783,-0.00397
4.645,0.36614,-0.6913,0.02223,6.4848,0.23305,2.9926,-0.00344,4.8904,1.4233,0.22026,-0.00909,4.701,-0.88332,-1.0678,0.42954,6.4832,-0.96196,-2.8365,0.00766,3.6586,0.079207,-2.4572,-0.01818
4.6311,0.49921,-0.57294,0.08807,4.6652,1.3967,0.7322,0.04635,5.451,-0.75564,-0.71854,0.03333,7.3894,0.61466,2.4405,0.0449,6.1801,-0.66429,1.8394,-0.00249,3.9692,-0.078749,-2.2043,0.01046
4.4993,0.78007,-0.80237,0.01458,4.5951,-1.227,-0.20029,0.07521,6.3277,0.11384,2.825,-0.00446,4.6602,-0.48216,-1.0764,0.0011,6.0845,-0.57977,1.5868,0.00137,4.7529,0.18779,-2.6177,0.01534
3.9005,0.96094,-1.0849,-0.07387,4.372,-1.355,-0.069971,0.00462,4.5137,-0.31693,-1.4751,0.04216,6.5181,-0.03459,-0.0054871,0.0685,5.5909,-0.85385,-2.9076,-0.00283,5.4499,0.16401,-2.9306,0.00147
4.5175,1.0235,-1.2651,-0.03147,4.6898,-1.2069,-0.54518,-0.00442,6.0706,1.055,1.9745,0.02064,5.5364,-0.13486,-1.4135,0.01091,7.007,-0.61555,1.5933,-0.00367,5.0982,0.18111,-2.8131,0.00474
4.4305,0.92415,-0.88849,-0.01094,4.2378,-1.2356,-0.95768,-0.01313,6.0218,1.1118,1.8605,0.00383,5.8175,-0.07293,-1.49,0.00328,6.5629,-0.66387,1.7779,-0.0049,5.2591,0.26143,-2.6994,0.00087
3.9786,0.8014,-0.73254,-0.02534,3.9946,-1.3528,-1.0569,-0.05859,5.8748,-0.081457,-1.627,-0.00021,6.6057,-0.66298,1.7803,-0.00761,7.0615,-0.25387,-0.18662,-0.0006,5.2989,0.41882,-2.6775,-0.0008
3.3886,0.70051,-0.70651,0.23909,4.5129,-1.345,0.36244,0.00355,5.8876,-0.31988,-1.6695,0.00299,6.8823,-0.61542,1.7157,-0.00167,5.2092,-0.74165,-2.6834,-0.00067,5.2839,0.3997,-2.9319,-0.00329
3.9543,0.84734,-0.7296,-0.05925,4.985,-1.2348,0.33135,0.00091,5.6988,-0.2147,-1.6686,-0.00215,6.609,-0.69366,1.7402,-0.00104,4.6523,-0.8555,-2.5155,0.00069,4.783,0.29861,-2.7894,-0.0027
3.8966,0.8367,-0.973,0.05241,5.5695,-1.0357,-0.053373,0.00071,6.0514,1.0583,1.5744,-0.002,5.3475,-0.32867,-1.6432,0.02666,5.3565,-0.92595,-2.4334,0.0088,4.7749,0.082574,-2.6562,0.02081
3.9464,0.5697,-0.91546,-0.00768,5.8745,-1.01,-0.09831,0.00171,5.1374,1.1349,1.9097,0.00061,5.7695,-0.59591,-1.7491,0.03307,6.4926,-0.99439,-2.559,0.00476,5.2852,0.017268,-2.53,0.003
4.3144,0.71398,-0.62595,-0.02673,4.8804,-1.1364,-0.49017,-0.00297,4.8859,-0.17277,-1.9822,0.01406,6.7686,-0.57407,1.6851,0.00191,6.4043,-0.56393,-2.7168,0.00334,5.4517,0.52408,-2.6818,0.00066
3.9506,0.97589,-0.68523,-0.01175,4.053,-1.3028,-1.4255,-0.03768,5.1007,-0.01858,-2.3882,-0.03989,6.5615,-0.67843,1.6185,-0.00357,4.7954,-0.099221,-0.54051,0.00123,5.6401,0.55688,3.0689,0.0082
3.9766,1.1423,-0.96201,0.0601,4.2844,-1.3831,-0.091225,0.06274,5.1673,-0.14217,-2.1758,0.0023,6.687,-0.69254,1.6912,-0.00297,5.0272,-0.18393,-0.37599,0.00458,5.6131,0.44968,3.0095,0.00996
4.722,1.0827,-1.2279,0.00926,3.6359,-1.2848,-0.072922,-0.10829,5.2622,-0.04362,-2.1442,0.00824,5.3612,-0.16147,-0.26583,0.00901,5.464,-0.66127,-2.9399,0.00257,5.7368,0.46061,2.9961,0.0053
3.6921,0.78752,-1.2831,0.06222,4.5483,-1.4862,-2.8642,0.25014,6.252,0.90337,1.8449,0.0016,5.7828,-0.2089,-2.2208,-0.00373,5.918,-0.6097,-0.27871,-0.00037,5.8166,0.56941,3.0053,0.01022
4.2705,1.0609,-1.5314,0.03562,4.3343,-1.293,-2.4651,-0.0066,6.1813,0.59255,0.21122,0.01033,6.3417,0.06843,-2.3543,0.00049,5.084,-0.57928,-0.48931,-0.00075,6.0854,-0.92416,0.79293,0.01203
4.7652,1.1589,-1.3195,-0.04886,4.3308,-1.2153,-2.4215,-0.04134,5.892,0.20843,-0.9802,0.00019,5.7097,0.21474,-2.3668,-0.00432,4.8797,-0.56158,-0.57318,-0.01408,6.3623,-0.99618,0.93148,-0.00221
4.4416,0.90419,-1.54,-0.05452,5.5148,-1.1567,-2.842,-0.00299,6.1037,0.94887,1.6141,-0.00066,6.222,0.36809,0.19265,0.00878,5.3122,0.03485,-2.5584,-0.01595,5.1251,-0.85717,-0.58371,0.0036
4.5767,0.865,-1.8117,-0.03242,5.8305,0.95374,1.4754,0.00178,6.0688,0.22496,0.027553,0.00321,5.9844,0.2315,-2.6618,-0.00795,5.0987,-0.96392,-0.85096,0.00547,6.9115,0.66847,2.8414,-0.00539
5.9972,1.1216,-1.671,-0.00095,5.4712,-0.93377,-2.4329,0.00032,6.3803,0.89729,1.4846,-0.00253,5.9629,0.43394,-2.5188,-0.00505,5.723,-0.83278,1.9086,0.00131,4.7391,-0.58413,-0.87604,-0.01114
5.9913,1.0987,-1.6522,0.00237,7.3995,-0.62181,0.72445,-0.00253,5.1955,-0.94161,-2.4345,-0.00068,5.9183,0.9392,1.4873,0.00543,5.7535,0.42559,-2.4235,-0.00092,5.7094,-0.4253,-0.82783,0.01079
5.3899,0.93568,-1.0591,0.01328,4.7526,-1.0828,-2.2819,0.00112,5.7841,1.0039,1.4766,0.00929,4.828,0.2742,-2.0806,0.00318,5.531,-0.93215,1.7075,0.0047,6.1124,-0.58653,-0.56676,0.00514
5.3523,0.97006,-1.1136,-0.00345,4.6725,-1.1685,-1.9537,-0.01235,6.4006,0.86777,1.5062,-0.00107,4.6694,0.33807,-2.1983,0.00238,5.4245,-0.9411,1.4807,-0.00773,5.5551,-0.51664,-0.55623,0.00103
5.4504,0.96791,-1.1745,-0.00148,4.8276,-1.2207,-1.9694,-0.01094,5.4393,0.45143,-0.44035,0.01711,4.8466,0.42767,-2.3181,-0.01927,5.4741,-0.81049,1.5056,-0.00278,5.5137,-0.48252,-0.52495,0.0032
4.9345,0.46947,-1.0912,0.0259,6.1105,-1.4524,2.6955,0.00226,5.6944,-0.040392,-0.40882,0.00546,5.592,1.1375,1.6601,0.00216,4.108,0.051279,-2.2293,-0.00793,6.5739,-0.81993,-0.25368,0.05689
5.447,0.27802,-0.84748,0.0151,5.898,-1.2655,1.8273,-0.00153,5.1202,1.3242,1.1578,0.00153,4.035,-0.06494,-2.2258,-0.0053,6.4582,-0.52441,1.5684,-0.00274,6.5787,-0.93867,0.12813,0.00635
5.8165,0.22633,-0.57971,-0.00431,6.0404,-1.3088,2.0745,-0.00233,5.613,1.1018,0.91397,0.00105,4.1261,0.074436,-1.9445,0.01627,6.8271,-0.94879,0.396,-0.00106,5.4044,1.0946,-2.547,0.00231
5.8056,0.4836,-0.44155,-0.0074,5.387,-1.3462,2.3383,0.00194,6.7175,-0.49659,2.9586,-0.00174,4.3249,0.27392,-1.7306,0.04376,5.8428,-0.6638,-0.6922,-0.0011,5.8804,1.1223,-2.6357,0.00273
6.7354,0.75223,-0.64372,0.00022,5.2656,-1.2835,0.64876,0.00363,6.873,-0.75806,2.9306,-0.00306,6.1695,0.98465,1.1165,0.0032,4.0952,0.28188,-1.8712,-0.0335,5.4297,-0.40129,-0.64696,-0.0009
4.7167,-1.2126,0.32263,0.00698,6.9053,0.16019,-0.3245,-0.00017,5.7108,1.2762,1.2632,-0.00196,4.5733,0.042415,-1.9114,-0.00144,6.9626,0.08963,0.78928,-0.0008,4.9103,0.72083,-2.7786,0.00197
5.2177,-1.2482,0.96993,0.00235,5.0953,1.3086,0.02111,0.01028,5.444,-0.37823,-1.7097,-0.00143,6.9886,-0.4367,-0.5367,6e-05,6.6833,0.36682,2.1731,0.00131,4.3186,0.4214,-2.4714,0.00242
4.0724,-1.3043,1.4527,-0.05016,5.5683,1.1671,0.4763,0.00895,4.9705,-0.094069,-1.7667,0.00867,7.3179,0.18714,0.73669,-0.00082,7.6114,0.33993,2.1899,-0.00324,4.9076,0.60012,-2.6575,0.00506
4.1856,-1.372,0.93813,0.20676,6.2368,0.34983,-0.39738,-4e-05,5.1616,1.2789,0.27933,-0.01456,4.8155,-0.29975,-1.6141,-0.00644,8.2621,0.77057,1.4593,0.00061,4.7695,0.43162,-2.7975,0.06065
5.2501,-1.0822,1.62,0.03578,5.5918,-0.063952,-0.47299,0.00239,4.6345,0.95058,-0.94018,-0.03783,4.7805,-0.84384,-1.6358,-0.01965,7.6757,0.93546,1.2883,0.00761,4.8148,0.17354,-2.7275,0.00265
5.5951,-0.14744,-0.48907,0.02179,4.7247,0.86948,-0.89738,-0.0378,4.4643,-0.74614,-1.7828,-0.02727,7.8868,0.78557,1.1967,0.0009,6.725,0.50149,2.054,0.01197,5.1087,0.40946,-2.6531,0.00182
5.7168,-0.18049,-0.41123,-0.00032,4.6231,0.85442,-0.84206,-0.02804,4.7782,-0.93837,-1.8404,-0.00468,6.5099,0.15056,0.1114,0.00039,6.5983,0.50998,2.1074,-0.00267,4.6779,0.28878,-2.535,0.00232
5.7478,-1.0454,1.5491,0.08729,5.7444,-0.24927,-0.37361,-0.003,4.8449,0.84445,-0.49542,0.00477,4.4592,-1.2222,-1.916,-0.35819,7.0256,0.1818,0.034836,-0.00022,4.4277,0.2504,-2.5748,0.01052
5.6768,-0.99902,1.6576,0.12831,7.0364,1.1709,2.9705,0.02207,5.272,-0.24804,-0.53874,-0.02359,4.596,0.80281,-0.49317,-0.01972,5.2756,-1.1119,-2.5317,0.01364,5.0103,0.31284,-2.7014,0.0058
5.6217,-1.0006,1.7666,0.08738,4.9481,-0.14675,-0.7762,0.00387,4.6822,1.126,-0.65788,0.00452,5.5209,-0.91547,-2.904,-0.00172,6.351,0.62063,1.9891,-0.00036,5.1995,0.36832,-2.9102,0.00156
5.9849,-0.96658,1.6612,-0.00612,4.3155,-0.30176,-0.94517,-0.14865,4.5627,1.3106,-0.74259,0.01013,6.0514,-0.7491,-3.0122,-0.00363,6.4654,0.29938,-0.19994,0.0112,5.5954,0.24038,-3.0266,0.00415
4.899,-1.1993,1.6422,0.02178,4.9129,-0.085646,-1.0503,0.01395,5.3145,1.5152,-0.84711,-0.00039,6.0952,-0.65358,-2.8237,9e-05,5.9379,0.42654,-0.18595,-0.01217,5.8527,-0.42213,0.12023,0.01601
4.7245,-1.1806,1.4863,0.06149,5.5146,-0.12511,-0.90031,0.00102,5.3732,1.4502,-0.94527,-0.00238,5.8047,-0.66198,-2.7569,-0.00344,7.2081,-0.97509,-1.4476,0,6.2775,0.31742,-0.17125,0.00073
5.4197,-1.2041,1.6124,0.00977,7.7235,0.80558,2.7745,0.04671,5.7732,-0.12753,-0.83717,0.0008,5.1381,1.433,-0.89101,0.01327,5.9145,-0.6593,-2.7466,-0.00722,6.6069,0.34475,-3.0182,-0.00163
5.8513,-1.1596,1.8947,-0.00131,6.8062,0.95798,2.7515,-0.00523,5.9156,-0.46268,-0.79127,-0.00117,4.3352,1.341,-0.49591,-0.02552,6.5154,-0.64771,-2.6627,-0.00213,5.9183,0.4118,-2.8721,-0.00461
4.0533,-1.3405,1.5385,-0.03081,5.6521,0.023895,-0.64175,0.00073,5.7411,1.3233,1.9199,0.0032,5.5353,-0.51673,-2.1966,-0.00535,6.2029,-0.43118,0.18738,0.0042,6.4091,0.47748,-2.8453,0.00251
4.7408,-1.1906,1.5456,0.03827,5.9125,-0.25018,-0.58863,-0.00463,5.4425,1.4849,1.233,0.00081,5.4426,-0.67781,-2.1762,0.03775,6.447,0.85818,-1.7746,0.00047,6.2438,0.39402,-2.6982,-0.00261
4.539,-1.1519,1.4821,0.01596,4.8446,-0.11232,-0.6294,-0.01533,6.0104,1.3457,1.2472,-0.00525,4.8007,-0.62534,-2.2187,0.03525,6.0865,1.1042,-1.8469,0.01089,6.9564,0.51496,-2.9184,0.00838
4.2724,-1.2446,1.287,0.22452,5.1595,0.25433,-0.48867,0.03648,6.8813,1.1144,1.7463,-0.00065,5.1092,-0.47786,-1.8223,-0.00154,6.5042,1.1916,-1.9264,0.00343,6.9891,0.5434,-2.8945,0.00832
5.2136,-1.1597,1.7603,0.04805,5.3373,-0.15602,-0.50002,-0.00017,5.8299,1.2267,1.6754,-0.00448,5.4827,-0.76135,-1.7872,-0.00207,7.4582,-0.50739,0.31705,-0.00013,5.815,0.90396,-1.6438,0.00038
4.634,-1.1727,1.8653,0.08489,7.3553,-0.31186,2.183,-0.00047,6.0419,1.4031,2.1031,-0.00132,4.5951,-0.77037,-1.6031,0.00353,6.8874,-0.55107,0.35552,0.00088,6.1697,0.8089,-1.3924,-0.00073
5.0063,-1.2891,1.7456,0.06686,7.2205,0.36823,3.0257,0.01478,5.4725,1.482,2.2964,-0.00198,4.1621,-0.57434,-1.34,0.02979,6.0448,0.77648,-1.0317,-0.00073,6.601,0.69017,-2.5262,0.0023
7.0837,0.33997,3.0575,-0.0043,5.2419,1.2468,-1.9902,-0.00319,8.0353,1.1268,2.1628,-3e-05,4.7626,-0.75066,-1.4477,-0.00769,5.3646,0.3836,-1.1518,-0.0002,5.9759,0.41701,-2.2905,0.00304
5.4332,1.2112,-0.78871,-0.00415,6.1993,-0.033099,-0.20292,-0.00251,3.5381,-0.63965,-1.9499,0.10726,6.2475,-0.80073,0.10781,0.00151,5.2614,0.27289,-1.1099,0.00019,6.1332,0.60984,-2.225,0.0044
5.7361,1.1951,-0.87229,0.00083,4.0001,-0.60524,-1.7867,0.01142,5.675,-0.78223,0.063245,0.00046,5.9476,0.39323,-1.0252,-0.00067,6.2127,0.20629,-2.6063,6e-05,5.684,0.74803,-2.1954,0.01619
5.2706,-1.0361,1.6686,0.03304,6.7228,0.41476,2.9885,-0.00452,5.9312,1.1176,-1.2032,0.00233,4.2753,-0.90217,-1.7936,0.01629,6.147,-0.0073098,-2.4971,-0.00044,4.6475,0.55136,-2.1201,0.28792
5.79,-0.93569,1.8506,0.02667,5.7704,0.9914,-0.91266,-0.00692,4.5253,-0.99846,-2.0898,-0.00207,6.1911,0.75322,1.9134,0.00341,6.0033,-0.13241,-2.5862,0.00196,4.6287,0.22588,-2.0303,-0.02087
6.4125,0.95104,-2.9414,-0.00381,4.7302,1.0538,-1.0455,0.00391,6.8358,0.0058709,-0.19774,0.00322,4.3954,-1.0936,-2.4683,-0.15155,5.6763,-0.83143,0.15835,0.00056,4.6768,0.15257,-2.2637,-0.0198
6.353,0.70263,-2.9872,0.00692,4.7756,0.99908,-1.4241,-0.02018,5.9797,0.7948,0.96252,0.00131,4.7796,-1.3969,-2.2585,-0.00548,6.509,-0.63843,-2.99,0.00036,5.2678,-0.045542,-2.3484,-0.00373
5.4542,1.2648,-1.3453,-0.02124,3.5553,-1.0531,-2.0029,0.06012,5.9407,-0.50713,-0.097815,-0.00135,6.107,0.47264,-1.2663,0.0004,5.9513,-0.45696,-2.9154,-0.0008,5.118,0.2326,-2.3092,-0.0063
7.0951,0.28296,3.09,-0.00414,5.4774,1.1758,-1.2382,-0.00642,3.2579,-1.0197,-1.9558,0.13361,5.8729,-0.65708,0.1123,0.00144,5.3961,0.29228,-1.1512,0.00044,4.7713,0.34812,-2.3274,-0.08105
5.5365,1.0357,-1.1016,-0.00449,6.3247,0.47843,1.146,-0.00527,3.9902,-1.0875,-2.1201,0.01916,5.8872,-0.70703,0.23986,0.00026,5.394,0.18126,-1.1326,0.00057,4.8376,0.32928,-2.2437,0.00072
5.7239,1.1368,-1.0761,0.00872,6.654,-0.1914,-0.15603,0.00527,6.4709,0.74413,0.25207,-0.00045,4.1287,-1.1243,-2.1534,0.08462,4.7351,0.1692,-1.0613,-0.00024,4.5893,0.27884,-2.0811,0.11293
5.1504,1.1646,-1.3969,0.09303,6.6042,-0.033846,-0.21783,-0.00018,3.9265,-1.1826,-2.2586,0.0798,5.8342,-0.66609,0.36133,0.00034,5.1188,0.19392,-1.2418,0.00141,4.677,0.052332,-2.2217,0.02012
4.298,1.0433,-1.7706,0.00285,6.3428,0.83176,0.11722,-0.01385,6.4402,0.55521,1.1975,-0.00111,4.5688,-1.4412,-2.2716,-0.0033,4.7917,0.048334,-1.3212,0.01573,4.755,-0.016729,-2.2509,0.00876
4.7519,1.0408,-2.1863,0.01862,4.7911,-1.2683,-2.6971,-0.00219,7.3977,-0.22085,1.1479,0.00235,5.8042,-0.5528,0.21881,0.00511,4.464,0.18633,-1.5273,-0.1579,5.6024,0.10836,-2.3732,0.00185
4.0676,0.89495,-2.2555,-0.11426,6.5876,0.59074,1.1138,-0.00412,4.7509,-1.3359,-2.6083,0.02362,6.3157,-0.58883,0.29506,0.00073,5.5464,-0.097943,-1.385,0.00663,5.7469,-0.029488,-2.327,0.00011
4.2012,0.85845,-2.2037,-0.00487,6.6031,0.52075,1.1566,0.00895,4.455,-1.2446,-1.6971,-0.05056,6.5813,-0.54617,0.30093,0.00233,6.6133,-0.020413,-1.2352,-0.00063,5.8392,-0.023681,-2.2721,8e-05
4.4,0.98452,-2.2624,-0.00114,5.4726,1.052,0.36058,-0.00066,4.1426,-1.2732,-2.7663,0.02357,6.5525,-0.071417,-1.1306,-0.00017,7.1554,-0.33421,3.0549,0.00553,5.1982,0.081632,-2.2885,-0.02397
4.9189,1.1338,-2.3166,-0.03041,6.0165,1.0441,0.74538,0.00113,4.1778,-1.2975,-2.344,-0.00703,7.1636,-0.49706,1.2507,-0.00091,6.6469,-0.48901,-2.9979,-0.00137,4.478,0.08998,-2.1069,0.03469
4.7708,1.2161,-1.6892,0.01608,6.7267,0.98561,0.41947,0.00238,4.2514,-1.0457,-2.4432,0.06639,6.2227,-0.82317,0.33957,-0.00051,5.7304,-0.41628,-3.0465,0.00514,4.8692,0.28576,-1.9167,-0.00063
4.2546,1.1823,-1.5405,0.02215,6.3325,0.94076,0.30112,-0.00373,4.9098,-0.99657,-2.3107,0.00026,5.9532,-0.87143,0.44545,-0.00266,5.9364,-0.35283,-3.0637,-0.00236,4.7597,0.21494,-1.7959,-0.00317
4.6876,1.1983,-1.7224,-0.02648,6.4905,0.88996,0.22011,-0.00262,5.0394,-0.97748,-2.3564,-0.00386,6.1012,-0.78577,0.61003,-0.00226,6.2897,-0.28628,-3.1204,0.00158,4.1747,0.060531,-1.7588,-0.01639
5.5426,1.4161,-1.2835,-0.00249,6.6194,0.83415,0.33434,-0.00169,4.1953,-0.91126,-2.4854,-0.03122,6.3968,-0.92841,0.7706,-0.00113,6.5299,-0.20911,-3.1203,-0.00446,3.8762,0.2516,-1.7205,-0.03666
7.1844,-0.21077,0.016769,0.004,6.7315,0.99317,0.53945,-0.00023,3.8219,-0.88182,-2.2448,-0.02596,6.1854,-0.90769,0.58048,0.00037,7.2006,-0.24812,-3.1136,0.00138,4.2045,0.35472,-1.9807,-0.01031
5.4696,1.0483,-2.5077,-0.00377,7.1312,-0.052469,0.019722,0.00016,6.7816,1.3001,0.70386,0.00836,3.947,-1.1145,-1.705,0.02588,6.7253,-0.80197,0.498,-0.00072,4.1318,0.20655,-2.151,-0.03383
6.46,1.0736,-2.6192,0.00299,6.9424,-0.053764,-0.0044268,-0.00065,3.5832,-0.81091,-1.6923,0.12001,6.8462,0.48077,0.69005,-0.01784,5.6073,-0.87623,0.28011,0.00488,4.6884,0.33482,-2.2941,0.05902
6.6424,1.2092,-2.4715,0.0027,6.9389,-0.18996,0.068514,0.00053,3.5643,-0.67526,-1.595,0.13673,7.7491,-0.61859,1.819,-0.00241,5.4129,-1.0153,0.15762,0.00139,4.7752,0.29206,-2.1355,0.04256
5.5844,1.0982,-2.295,-0.00176,6.4112,-0.44674,2.3412,0.00044,3.9862,-0.89978,-1.4156,0.03392,6.0838,-0.81823,0.42773,0.00091,6.0032,0.12576,-0.98629,0.00083,4.4469,0.015524,-2.1515,0.1232
5.2412,1.0186,-2.5404,-0.00199,6.9697,-0.075027,0.29259,0.00167,6.3928,0.59181,1.9596,-0.00207,4.182,-1.1038,-1.3193,-0.00227,4.702,0.086939,-1.0145,0.01165,4.4507,-0.090017,-2.2668,0.05526
6.1695,1.0568,-2.9144,-0.00601,6.519,0.16292,0.28079,-0.00291,3.4591,-1.0607,-1.531,0.26897,6.3544,-0.63451,0.36318,0.00092,4.3154,0.24217,-1.1804,0.04024,5.16,0.014038,-2.459,0.00225
4.9492,0.78577,-2.3709,-0.00912,5.88,0.8112,1.934,-0.00237,4.9188,-1.3031,-0.69112,-0.00532,6.8353,0.33073,1.0645,-0.00205,4.9463,-0.32688,-1.1564,-0.00938,5.5508,-0.29929,-2.3471,-0.00089
4.6972,1.0034,-1.8861,-0.0133,6.7225,0.17802,0.33327,0.00051,4.7846,-1.1719,-0.57853,-0.00154,5.0024,-0.11629,-0.90803,-0.03945,7.4844,0.13877,2.7385,-0.00276,5.1897,-0.13694,-2.2553,0.01811
4.5846,1.2263,-1.7175,-0.05132,6.2654,0.011124,0.30985,0.00529,4.4564,-1.0871,-0.87731,0.05147,7.903,0.75985,0.60128,0.00384,4.932,-0.085244,-0.96439,-0.01348,4.4759,0.19607,-2.2702,-0.18038
5.1176,1.4169,-2.0982,-0.00401,4.2926,-0.66956,-0.76858,-0.00698,6.3262,-0.56644,0.57441,0.00113,5.7955,0.16823,-0.92258,0.00014,7.2423,0.16967,2.7677,-0.00193,4.6057,0.33246,-2.1833,0.07557
5.4624,1.2717,-0.9756,-0.00231,6.5899,0.12568,0.23109,0.00516,4.6246,-0.76847,-0.73262,0.03046,6.66,-0.74448,0.62569,-0.00019,6.6364,0.24036,3.0217,0.00157,4.8057,0.30774,-2.0401,-0.04016
5.2354,1.1674,-1.4463,-0.00549,4.3616,-0.98746,-0.76159,0.02798,6.5758,0.17179,0.78812,-0.01441,6.7549,-0.16328,-0.99604,-0.00016,6.9814,0.14978,3.0323,-0.00235,4.9889,0.15963,-2.2253,-0.00939
5.3521,-0.87373,1.7725,0.29497,5.0097,1.2561,-0.90702,-0.01355,3.927,-0.93401,-0.7763,0.05735,7.1813,-0.79313,0.6659,-1e-05,6.3473,-0.13601,-1.0198,-0.00024,4.3153,0.22018,-2.1147,0.05696
4.0604,1.0871,-1.3977,0.01557,4.9155,-1.2639,-1.0107,0.01666,7.1046,0.72594,0.18346,-0.00256,6.8822,0.17718,0.77209,0.00245,6.3444,-0.297,-1.1597,0.00052,4.2047,0.064827,-2.227,-0.00392
4.6534,1.1704,-1.5186,-0.01729,5.5938,0.081595,-0.008404,0.0189,4.3926,-1.1267,-1.0415,-0.0746,6.4872,-0.82364,0.63283,2e-05,5.5695,-0.15447,-1.0926,0.00055,4.2941,0.205,-2.3776,-0.01341
4.0439,0.7162,-1.3673,-0.01109,6.007,1.11,1.6578,0.00508,4.8963,-1.2515,-0.4022,-0.06302,6.8395,0.87824,0.20357,0.02265,5.7603,-0.43368,-0.83767,-3e-05,4.2732,-0.36946,-2.1694,0.00575
